Aractip,Marka,Model,Arac Kayit Tip,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Total
MOTOSİKLET,HONDA,CRF1199A2L,Yeni,0,1,0,0,0,0,0,0,0,0,0,0,1
ESTATE,HONDA,CR-V,Yeni,0,0,2,1,4,5,0,0,0,0,2,5,19
MOTOSİKLET,HONDA,DIO,Yeni,0,0,1,0,1,2,0,0,0,2,2,0,8
MOTOSİKLET,HONDA,X-BALDE,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,HONDA,LIVO,Yeni,0,0,0,1,1,1,0,0,0,0,0,0,3
SALON ARAÇ,HONDA,JAZZ,Yeni,0,0,0,1,0,0,0,0,0,0,0,0,1
MOTOSİKLET,HONDA,WW125AM,Yeni,0,0,0,0,3,0,0,2,0,0,0,0,5
MOTOSİKLET,HONDA,C125AK,Yeni,0,0,0,0,1,0,0,0,0,1,1,0,3
MOTOSİKLET,HONDA,CMX 500,Yeni,0,0,0,0,2,0,0,0,0,0,0,0,2
MOTOSİKLET,HONDA,GRAZIA,Yeni,0,0,0,0,0,1,0,0,1,1,0,0,3
MOTOSİKLET,HONDA,HORNET,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
MOTOSİKLET,HONDA,NSC 110 M,Yeni,0,0,0,0,0,0,0,0,0,0,0,0,0
SALON ARAÇ,HONDA,ACCORD,Yeni,0,0,0,0,0,0,0,0,0,0,0,2,2
MOTOSİKLET,HUSQV ARNA,VITPİLEN,Yeni,0,0,0,0,0,2,0,0,0,0,0,0,2
MOTOSİKLET,HUSQV ARNA,701 ENDUZO,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
ESTATE,HYUNDAI,TUCSON,Yeni,0,1,0,0,1,0,0,0,0,1,0,0,3
SALON ARAÇ,HYUNDAI,KONA,Yeni,0,0,0,1,0,3,0,1,0,1,0,0,6
SALON ARAÇ,HYUNDAI,ELENTRA,Yeni,0,0,0,0,0,2,0,1,0,3,0,0,6
SALON ARAÇ,HYUNDAI,VELOSTER,Yeni,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,HYUNDAI,İ20,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
ÇİFT KABİN,ISUZU,ELF,Yeni,0,0,0,0,0,0,1,0,0,0,0,0,1
KAMYON,ISUZU,ELF,Yeni,0,0,0,0,0,0,1,0,0,0,0,0,1
KAMYON,İVECO,VİNÇLİ,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
KAMYON,İVECO,70C 16H BUZLUKLU,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
ESTATE,JAGUAR,E-PACE,Yeni,0,0,1,0,0,3,0,0,0,0,0,0,4
ESTATE,JAGUAR,F-PACE,Yeni,0,0,0,0,1,0,0,0,0,0,1,0,2
KAZICI-YÜKLEYİCİ,JCB,3CX,Yeni,0,0,0,0,1,0,1,0,0,0,0,0,2
ESTATE,JEEP,WRANGLER SAHARA,Yeni,1,0,0,1,0,0,0,1,2,1,0,2,8
ESTATE,JEEP,RENEGADE,Yeni,3,0,0,0,1,3,0,1,0,0,0,0,8
MOTOSİKLET,JET,14,Yeni,0,0,0,0,1,0,1,0,0,0,0,0,2
MOTORLU TR (ATV),KANUNİ,200 U,Yeni,0,0,0,0,0,9,0,0,0,0,0,0,9
MOTOSİKLET,KANUNİ,TRODON,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTORLU TR (ATV),KANUNİ,200 U,Yeni,0,0,0,0,0,0,3,0,0,0,0,0,3
MOTOSİKLET,KANUNİ,MATI125,Yeni,0,0,0,0,0,0,0,2,0,0,1,0,3
MOTOSİKLET,KTM,ADVENTURE,Yeni,0,0,0,1,1,0,0,0,0,0,0,0,2
MOTOSİKLET,KTM,450 RALLY,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTOSİKLET,KTM,DUKE 390,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTOSİKLET,KTM,390 ADVENTURE,Yeni,0,0,0,0,0,0,0,1,0,1,0,0,2
MOTORLU TR (ATV),KUBA,M565Lİ T3,Yeni,0,0,0,0,0,0,0,0,0,2,1,0,3
MOTORLU TR (ATV),KUBA,HUSSAR,Yeni,0,0,0,0,0,0,0,0,0,3,0,0,3
MOTORLU TR (ATV),KUBA,ALTERA 350,Yeni,0,0,0,0,0,0,0,0,0,1,0,0,1
MOTORLU TR (ATV),KUBA,MX220,Yeni,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTORLU TR (ATV),KUBA,VIP TRACK250 PRO,Yeni,0,0,0,0,0,0,0,0,0,0,1,1,2
ESTATE,LAND ROVER,DEFENDER,Yeni,1,0,0,0,1,3,0,0,0,0,0,0,5
ESTATE,LAND ROVER,SPORT,Yeni,2,0,1,0,1,0,0,0,0,0,0,1,5
ESTATE,LAND ROVER,RANGE ROVER,Yeni,0,0,1,0,0,0,0,0,1,0,0,0,2
ESTATE,LAND ROVER,VELAR,Yeni,0,0,1,0,0,0,1,0,0,0,0,0,2
ESTATE,LAND ROVER,EVOQUE,Yeni,0,0,0,1,0,0,0,0,0,0,0,0,1
SALON ARAÇ,LAND ROVER,SPORT,Yeni,0,0,0,0,0,0,0,0,0,0,0,0,0
ESTATE,LEXUS,LX 570,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
TRAKTÖR,MASSEY FERGUSON,135,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
TRAKTÖR,MASSEY FERGUSON,5711,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
SALON ARAÇ,MAZDA,AXELA,Yeni,0,0,0,0,0,0,0,0,0,1,0,0,1
SALON ARAÇ,MAZDA,AXELLA,Yeni,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,MERCEDES,C-SERİES,Yeni,3,0,2,0,0,0,1,0,0,0,0,3,9
SALON ARAÇ,MERCEDES,E-SERİES,Yeni,2,0,0,0,3,0,1,0,1,0,0,0,7
ESTATE,MERCEDES,GLE,Yeni,3,0,0,0,1,1,0,3,2,4,0,1,15
SALON ARAÇ,MERCEDES,A-SERİES,Yeni,1,0,2,0,3,0,0,0,0,0,0,2,8
SALON ARAÇ,MERCEDES,CLA,Yeni,1,2,1,0,4,2,0,0,2,0,0,0,12
ESTATE,MERCEDES,GLA,Yeni,2,0,5,7,14,1,1,4,6,3,5,4,52
ESTATE,MERCEDES,G-SERİES,Yeni,0,1,1,0,3,0,0,2,0,0,1,2,10
ESTATE,MERCEDES,GLC,Yeni,0,0,1,0,1,0,0,2,0,1,1,0,6
SALON ARAÇ,MERCEDES,GLB,Yeni,0,0,1,1,0,1,1,0,0,1,1,0,6
SALON ARAÇ,MERCEDES,B-SERİES,Yeni,0,0,1,0,0,0,0,0,0,0,1,0,2
SALON ARAÇ,MERCEDES,S-SERİES,Yeni,0,0,0,0,2,1,0,0,0,0,2,0,5
ESTATE,MERCEDES,GLS,Yeni,0,0,0,0,1,0,1,2,2,0,0,0,6
SALON ARAÇ,MERCEDES,VİTO,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
SALON ARAÇ,MERCEDES,V-SERİES,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
ESTATE,MERCEDES,G 400 D AUTO,Yeni,0,0,0,0,0,0,0,0,0,0,0,0,0
ÇİFT KABİN,MERCEDES,X-SERİES,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,MERCEDES,GLA 180,Yeni,0,0,0,0,0,0,0,0,0,0,0,0,0
ESTATE,MERCEDES,AMG G63,Yeni,0,0,0,0,0,0,0,0,0,0,0,0,0
OTOBÜS,MERCEDES,SPRİNTER,Yeni,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,MERCEDES,B180,Yeni,0,0,0,0,0,0,0,0,0,0,0,0,0
SALON ARAÇ,MERCEDES,GLA,Yeni,0,0,0,0,0,0,0,0,0,0,0,0,0
SALON ARAÇ,MERCEDES,CLS,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
ESTATE,MINI,COUNTRYMAN,Yeni,0,0,1,0,0,0,0,3,0,1,1,1,7
SALON ARAÇ,MINI,COOPER,Yeni,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,MİTSUBISHI,ECLIPSE CROSS,Yeni,0,0,3,0,0,0,0,0,0,0,0,0,3
ÇİFT KABİN,MİTSUBISHI,L200,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
SALON ARAÇ,MİTSUBISHI,OUTLANDER,Yeni,0,0,0,0,0,0,1,0,0,1,0,0,2
TRAKTÖR,NEW HOLLAND,T480,Yeni,1,0,0,0,0,0,0,0,0,0,0,0,1
ÇİFT KABİN,NİSSAN,NAVARA,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,NİSSAN,JUKE,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
SALON ARAÇ,NİSSAN,MICRA,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
ESTATE,NİSSAN,QASHQAI,Yeni,0,0,0,0,0,0,0,0,0,1,0,0,1
SALON ARAÇ,NİSSAN,PULSAR,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
SALON ARAÇ,OPEL,CROSSLAND X,Yeni,0,1,0,0,0,1,0,0,0,1,0,0,3
SALON ARAÇ,OPEL,CORSA,Yeni,0,0,6,1,1,0,0,0,1,1,0,0,10
KAMYONET,OPEL,COMBO,Yeni,0,0,0,0,2,0,0,0,0,0,0,0,2
SALON ARAÇ,OPEL,INSIGNIA,Yeni,0,0,0,0,0,0,0,2,0,0,0,0,2
SALON ARAÇ,OPEL,ASTRA,Yeni,0,0,0,0,0,0,0,0,1,1,0,0,2
SALON ARAÇ,OPEL,ASTRA,Yeni,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,PEUGEOT,108,Yeni,0,0,0,1,0,0,0,1,0,0,0,0,2
SALON ARAÇ,PEUGEOT,308,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
SALON ARAÇ,PEUGEOT,208,Yeni,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTORLU TR (ATV),POLARIS,SPORTSMAN,Yeni,0,0,0,0,1,0,0,0,0,5,0,0,6
SALON ARAÇ,RENAULT,MEGANE,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,RENAULT,KADJAR,Yeni,0,0,0,0,0,0,0,0,0,1,0,1,2
Motobisiklet,REPLICA,SR 50 ALITALIA,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
MOTOSİKLET,RKS,WILDCAT,Yeni,0,0,0,0,0,0,0,0,0,0,2,0,2
MOTOSİKLET,RKS,MT 3-MOPED,Yeni,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTOSİKLET,RKS,MT3,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,RUNNER,ST125,Yeni,0,0,0,0,1,0,0,1,0,0,0,0,2
MOTOSİKLET,RUNNER,50 SP,Yeni,0,0,0,0,0,0,0,0,0,1,0,1,2
SALON ARAÇ,SEAT,ARONA,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
ESTATE,SEAT,"ATECA 1,5",Yeni,0,0,0,0,0,0,0,0,1,1,0,0,2
MOTOSİKLET,SELCANO,SM100-2H,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTOSİKLET,SUZUKI,ADRESS,Yeni,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,SUZUKI,GSX-S750ZA,Yeni,0,0,0,1,0,0,0,0,0,0,0,0,1
MOTOSİKLET,SUZUKI,BURGMAN,Yeni,0,0,0,0,2,0,1,2,1,0,0,0,6
MOTOSİKLET,SUZUKI,DL650X A,Yeni,0,0,0,0,0,2,0,0,0,0,0,0,2
MOTOSİKLET,SUZUKI,HAYABUSA,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
MOTOSİKLET,SYM,NHT 180,Yeni,0,0,0,2,0,0,0,0,0,0,0,0,2
MOTOSİKLET,SYM,FIDDLE III 125,Yeni,0,0,0,0,0,1,0,0,2,0,0,0,3
MOTOSİKLET,SYM,FNX C35,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
MOTOSİKLET,SYM,JET 14,Yeni,0,0,0,0,0,0,0,0,0,1,3,0,4
MOTOSİKLET,SYM,XPRO 125,Yeni,0,0,0,0,0,0,0,0,0,2,0,0,2
MOTOSİKLET,SYM,FIDDLE III 200,Yeni,0,0,0,0,0,0,0,0,0,2,0,0,2
MOTOSİKLET,SYM,ORBIT III 125,Yeni,0,0,0,0,0,0,0,0,0,0,0,2,2
MOTOSİKLET,SYM,ORBİT3,Yeni,0,0,0,0,0,0,0,0,0,0,0,2,2
MOTOSİKLET,SYM,JET 4 125,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
Motobisiklet,SY-XZJ,SCOOTER,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
KAMYONET,TOKAYA,CHİLLER BUZLUKLU,Yeni,0,0,0,0,0,2,0,0,0,0,0,0,2
MOTOSİKLET,TORRO,LX 100,Yeni,1,0,0,0,1,0,0,0,0,0,0,0,2
SALON ARAÇ,TOYOTA,C-HR,Yeni,1,0,4,0,1,0,0,2,2,1,1,1,13
SALON ARAÇ,TOYOTA,COROLLA,Yeni,0,0,5,2,3,0,0,1,5,0,4,3,23
ESTATE,TOYOTA,RAV4,Yeni,0,0,1,2,1,1,1,1,1,0,1,1,10
ÇİFT KABİN,TOYOTA,HILUX,Yeni,0,0,1,0,1,0,0,0,0,1,0,1,4
SALON ARAÇ,TOYOTA,YARİS,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
MOTOSİKLET,TRIUMPH,TIGER 900 RALLY PRO,Yeni,0,0,0,1,0,0,0,0,0,0,0,0,1
MOTOSİKLET,TVS,NTORQ125 RACE,Yeni,0,0,0,0,0,0,0,4,0,0,0,0,4
MOTOSİKLET,TVS,XL100HD,Yeni,0,0,0,0,0,0,0,1,3,0,4,0,8
MOTOSİKLET,TVS,NTORQ 125 RACE,Yeni,0,0,0,0,0,0,0,0,3,2,0,0,5
MOTORLU TR (ATV),TWELVE,199,Yeni,0,0,0,1,0,0,0,0,0,0,0,0,1
MOTORLU TR (ATV),UMA,CFMOTO CF1000UTR-B,Yeni,0,0,0,0,0,0,0,0,0,2,0,0,2
MOTOSİKLET,VESPA,ZX,Yeni,0,1,0,0,1,0,0,0,0,0,0,0,2
MOTOSİKLET,VESPA,VXL,Yeni,0,2,1,4,8,1,0,0,0,2,1,0,19
MOTOSİKLET,VESPA,GTS,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTOSİKLET,VESPA,PRIMAVERA 125,Yeni,0,0,0,0,1,1,0,0,0,0,0,0,2
MOTOSİKLET,VESPA,SEI GIORNI,Yeni,0,0,0,0,0,1,0,0,0,1,0,0,2
MOTOSİKLET,VESPA,ZX- VXL- SXL,Yeni,0,0,0,0,0,0,1,1,0,1,0,0,3
MOTOSİKLET,VESPA,SEI GIORN 300HPE,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
MOTOSİKLET,VESPA,GTS SUPER 300 ABS ES,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
MOTOSİKLET,VESPA,GTS300,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,VOGE,500DS EVENTURE,Yeni,0,0,0,0,0,0,0,0,0,1,0,0,1
ESTATE,VOLKSWAGEN,TİGUAN,Yeni,3,0,3,4,3,1,0,2,3,1,3,1,24
SALON ARAÇ,VOLKSWAGEN,T-CROSS,Yeni,1,0,0,4,4,2,0,1,0,2,0,4,18
SALON ARAÇ,VOLKSWAGEN,T-ROC,Yeni,1,0,0,0,2,3,1,0,2,2,0,1,12
SALON ARAÇ,VOLKSWAGEN,GOLF,Yeni,0,0,1,2,1,0,0,1,1,1,0,0,7
ESTATE,VOLKSWAGEN,TOUAREG,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,VOLKSWAGEN,PASSAT,Yeni,0,0,0,4,0,0,0,1,0,0,0,0,5
PANELVAN,VOLKSWAGEN,CRAFTER,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTOSİKLET,X-PRO,125,Yeni,0,0,0,0,2,0,0,0,0,0,0,0,2
MOTOSİKLET,YAMAHA,N-MAX,Yeni,0,0,4,2,3,0,0,0,0,0,0,0,9
MOTOSİKLET,YAMAHA,X MAX,Yeni,0,0,1,0,0,0,0,0,0,1,0,0,2
MOTOSİKLET,YAMAHA,CYGNUS,Yeni,0,0,8,10,11,9,3,5,4,11,5,3,69
MOTOSİKLET,YAMAHA,YS125,Yeni,0,0,0,0,1,0,0,0,1,1,0,0,3
MOTOSİKLET,YAMAHA,RAY Z FACHINO,Yeni,0,0,0,0,1,2,0,0,1,0,0,0,4
MOTOSİKLET,YAMAHA,MT250,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTOSİKLET 3 TEKER,YAMAHA,MV300 TRICITY,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
MOTORLU TR (ATV),YAMAHA,YFM7FGPBL ATV 4X4,Yeni,0,0,0,0,0,0,0,1,1,0,0,0,2
MOTOSİKLET,YAMAHA,T115FLSMX,Yeni,0,0,0,0,0,0,0,0,0,0,0,2,2
MOTORLU TR (ATV),YUKI,TRACT250,Yeni,0,0,0,0,0,0,0,0,0,4,2,0,6
MOTORLU TR (ATV),YUKI,TIREX,Yeni,0,0,0,0,0,0,0,0,0,2,2,0,4
MOTORLU TR (ATV),YUKI,TRACK 250,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,YAMAHA,CYGNUS,Yeni,0,0,0,0,0,0,2,0,0,0,0,1,3
MOTORLU TR (ATV),CAN-AM,SSV MAV UTV,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
SALON ARAÇ,MERCEDES,A-SERİES,Yeni,0,0,0,0,0,0,0,0,0,0,1,0,1
ESTATE,MERCEDES,G-SERİES,Yeni,0,0,0,0,1,1,0,0,0,0,0,0,2
ESTATE,VOLKSWAGEN,TİGUAN,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
ESTATE,MERCEDES,GLE,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
SALON ARAÇ,TOYOTA,COROLLA,Yeni,0,0,0,0,0,0,0,2,0,0,0,0,2
ESTATE,NİSSAN,X-TRAIL,Yeni,2,0,0,0,0,0,0,0,0,0,0,0,2
KAMYON,MERCEDES,YOL SÜPÜRME ARACI,Yeni,0,1,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,DFSK,GLORY 580,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
KAMYON,IVECO,ASANSÖRLÜ VİNÇLİ SEP,Yeni,0,0,2,0,0,0,0,0,0,0,0,0,2
KAMYON,FIAT,DUCATO,Yeni,0,0,0,1,0,0,0,0,0,0,0,0,1
MOTORLU TR (ATV),SECTOR,UTV,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
TRAKTÖR,HATTAT,240S,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
RALLİ ARACI,POLARIS,RZR UTV,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
TRAKTÖR,DORADO,KABİNLİ,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
ROMÖRK,GÜVEN,SİLOBAZ,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
ESTATE,JEEP,WRANGLER,Yeni,0,0,0,0,0,0,0,1,1,0,0,0,2
SALON ARAÇ,MERCEDES,E-SERİES,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
KAMYONET,OPEL,COMBO,Yeni,0,0,0,0,0,0,0,0,2,0,0,0,2
SALON ARAÇ,OPEL,CROSSLAND X,Yeni,0,0,0,0,0,0,0,0,2,0,0,0,2
KAMYON,OTOKAR,KENT LF KAPALI BOX Bİ,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,MERCEDES,S-SERİES,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
