Aractip,Marka,Model,Arac Kayit Tip,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Total
ESTATE,AUDI,SQ5,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
ESTATE,AUDI,Q4,Kullanılmış,0,0,0,0,0,0,1,0,0,1,0,1,3
ESTATE,AUDI,Q4 E-TRON,Kullanılmış,0,0,0,0,0,0,1,0,1,1,1,0,4
SALON ARAÇ,AUDI,RS E-TRON,Kullanılmış,0,0,0,0,0,0,1,0,0,0,1,0,2
SALON ARAÇ,AUDI,TTS,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
ESTATE,AUDI,SPORTBACK ELEKTRIKLI,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
SALON ARAÇ,AUDI,S8 QUATTRO,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,AUDI,TT SALON,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
ESTATE,AUDI,S LINE 50TSI QUATTRO,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,AUDI,RS7 SPORTBACK,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
DAMPER,BANFORD,SWIVEL DAMPER,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
TRAKTÖR,BAŞAK,2080BB 4WD,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
DAMPER,BEDFORD,PS 6001 SWIVEL DAMPER,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
TRAKTÖR,BENFORD,DAMPERLİ EŞYA TAŞIMA ARACI,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
ESTATE,BENTLEY,BENTAYGA V8 AUTO,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
ESTATE,BMW,X7,Kullanılmış,3,0,1,1,5,0,0,2,1,0,0,0,13
SALON ARAÇ,BMW,3SERİES,Kullanılmış,17,9,19,10,23,8,25,15,20,29,20,27,222
ESTATE,BMW,X5,Kullanılmış,4,0,1,4,1,0,2,3,3,2,2,0,22
SALON ARAÇ,BMW,1SERİES,Kullanılmış,7,8,11,13,16,5,12,3,12,8,6,7,108
SALON ARAÇ,BMW,5SERİES,Kullanılmış,26,23,21,17,15,15,17,14,18,14,10,9,199
SALON ARAÇ,BMW,İ3,Kullanılmış,8,3,10,5,3,1,4,5,3,4,3,2,51
SALON ARAÇ,BMW,4SERİES,Kullanılmış,11,2,15,3,9,9,4,6,7,6,4,5,81
SALON ARAÇ,BMW,8SERİES,Kullanılmış,1,3,7,2,4,0,3,0,4,1,1,1,27
SALON ARAÇ,BMW,I7 XDRIVE60 M SPORT,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
ESTATE,BMW,X3,Kullanılmış,4,2,3,4,1,3,1,3,3,3,3,2,32
ESTATE,BMW,X1,Kullanılmış,9,8,8,2,4,6,3,5,6,6,7,5,69
MOTOSİKLET,BMW,C400,Kullanılmış,1,0,2,0,0,0,0,1,0,1,2,1,8
SALON ARAÇ,BMW,2SERİES,Kullanılmış,4,5,4,4,7,1,5,6,3,7,3,2,51
SALON ARAÇ,BMW,M4,Kullanılmış,1,2,2,0,2,1,1,3,1,3,4,1,21
ESTATE,BMW,IX,Kullanılmış,2,0,3,0,0,0,1,1,1,1,3,0,12
MOTOSİKLET,BMW,R18 CLASSIC,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,BMW,M8,Kullanılmış,2,0,1,1,2,0,0,0,0,0,1,0,7
SALON ARAÇ,BMW,İ3S,Kullanılmış,1,0,2,1,1,3,1,0,0,0,2,0,11
SALON ARAÇ,BMW,İ8 CONVERTIBLE,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,BMW,R 1250GS,Kullanılmış,1,0,1,1,2,0,0,3,1,3,2,3,17
SALON ARAÇ,BMW,7SERİES,Kullanılmış,1,1,1,1,2,3,2,0,1,0,0,2,14
ESTATE,BMW,X2,Kullanılmış,1,11,11,7,8,9,11,8,3,4,6,5,84
ESTATE,BMW,X6,Kullanılmış,1,1,2,1,0,2,1,1,2,4,2,2,19
MOTOSİKLET,BMW,F850 GS,Kullanılmış,0,2,1,0,0,1,0,0,2,1,1,0,8
MOTOSİKLET,BMW,F 900 XR TE,Kullanılmış,0,1,0,0,1,1,1,0,2,0,0,0,6
MOTOSİKLET,BMW,S1000,Kullanılmış,0,2,2,1,1,1,0,1,1,0,0,2,11
SALON ARAÇ,BMW,M140I SHADOW EDITION HATCHBAC,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,BMW,M3,Kullanılmış,0,0,1,0,0,1,1,0,0,1,1,1,6
MOTOSİKLET,BMW,K1600 B LE,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,BMW,G 310 R,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
ESTATE,BMW,X4,Kullanılmış,0,0,1,2,2,0,1,2,1,1,0,1,11
SALON ARAÇ,BMW,İ8 HYBRID,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,BMW,F750GS TE,Kullanılmış,0,0,0,1,0,0,1,0,0,0,0,1,3
MOTOSİKLET,BMW,R 1300 GS TE,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
SALON ARAÇ,BMW,MINI COOPER D,Kullanılmış,0,0,0,1,0,0,0,0,0,0,1,1,3
SALON ARAÇ,BMW,MINI,Kullanılmış,0,0,0,1,0,0,0,0,0,0,1,0,2
MOTOSİKLET,BMW,BMW 2BL-C40AA,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTOSİKLET,BMW,BMWS 1000,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTOSİKLET,BMW,G 310 GS,Kullanılmış,0,0,0,0,1,0,0,1,0,0,0,0,2
MOTOSİKLET,BMW,R 18,Kullanılmış,0,0,0,0,1,0,0,0,0,1,0,0,2
SALON ARAÇ,BMW,M2,Kullanılmış,0,0,0,0,1,1,1,0,0,1,0,0,4
SALON ARAÇ,BMW,640İ GT,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTOSİKLET,BMW,CE04,Kullanılmış,0,0,0,0,0,0,1,0,0,1,0,0,2
SALON ARAÇ,BMW,Z4 SDRIVE 30I M SPORT,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
MOTOSİKLET,BMW,F900 R,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
SALON ARAÇ,BMW,M5,Kullanılmış,0,0,0,0,0,0,0,1,1,0,2,0,4
SALON ARAÇ,BMW,I 4 M50,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,BMW,M 135,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,BMW,İ4,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
ESTATE,BMW,IX50,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
MOTOSİKLET,BMW,RIZMA R1250 GS,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
SALON ARAÇ,BMW,Z4,Kullanılmış,0,0,0,0,0,0,0,0,0,1,1,0,2
MOTOSİKLET,BMW,R NINET RACER,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTOSİKLET,BMW,R NINE T SCRAMBLER,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,BMW,M6,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
ESTATE,BMW,İX3,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
SALON ARAÇ,BMW,M 340 I,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
ESTATE,BMW,XM,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,BMW,M1000 RR,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
YOL SİLİNDİRİ,BOMAG,BW120AD-5,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
TRAKTÖR,BOZOK,255 KABİNLİ,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
TRAKTÖR,BOZOK,BT GOLDPOWER 240S,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
TRAKTÖR,BOZOK,240,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
ESTATE,CADILLAC,ESCALADE ZIRHLI B7.,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
SALON ARAÇ,CADILLAC,ESCALADE,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
OTOBÜS,CADILLAC,ESCALADE V8,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTORLU TR (ATV),CAN-AM,OUTLANDER,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
MOTORLU TR (ATV),CAN-AM,OUTLMAX XTP,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
MOTORLU TR (ATV),CAN-AM,OUTLANDER MAX XT-P 990,Kullanılmış,0,0,0,0,1,0,0,1,0,0,0,0,2
MOTORLU TR (ATV),CAN-AM,BRP CAN-AM OUTLANDER MAX XU 65,Kullanılmış,0,0,0,0,0,1,1,0,0,0,0,0,2
MOTORLU TR (ATV),CAN-AM,OUTLANDER L MAX,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
FORK LİFT,CAT,CATERPILLAR,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTORLU TR (ATV),CF MOTO,CFORCE 820,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTORLU TR (ATV),CF MOTO,CF1000ATR-2,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,CHEVROLET,CORVETTE STINGRAY AUTO COUPE,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
ESTATE,CHRYSLER,JEEP WRANGLER,Kullanılmış,0,0,2,0,1,1,2,1,2,1,0,1,11
ESTATE,CHRYSLER,JEEP RENAGADE,Kullanılmış,0,0,2,2,1,0,2,0,0,1,1,0,9
ÇİFT KABİN,CHRYSLER,JEEP GLADİATOR,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
SALON ARAÇ,CHRYSLER,JEEP CHEROKEE,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
PANELVAN,CITROEN,NEMO,Kullanılmış,1,0,0,0,0,0,1,0,0,1,0,0,3
KAMYONET,CITROEN,NEMO,Kullanılmış,1,0,0,2,0,0,1,0,0,0,0,0,4
PANELVAN,CITROEN,BERLİNGO,Kullanılmış,0,1,1,0,0,0,0,0,1,1,1,0,5
SALON ARAÇ,CITROEN,C3,Kullanılmış,0,0,1,1,1,1,0,0,0,0,0,0,4
PANELVAN,CITROEN,RELAY 35,Kullanılmış,0,0,1,1,0,0,0,0,0,0,1,0,3
ÇİFT KABİN,CITROEN,RELAY 35,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
KAMYONET,CITROEN,BERLİNGO,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
SALON ARAÇ,CITROEN,C5 AIRCROSS FLAIR BHDI S/S A,Kullanılmış,0,0,0,0,2,0,0,0,0,0,0,1,3
ESTATE,CITROEN,DS7 CRUSS BACK,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
PANELVAN,CITROEN,DISPATCH,Kullanılmış,0,0,0,0,0,0,0,0,1,1,0,0,2
SALON ARAÇ,CUPRA,FORMENTOR VZ2 TSI 4DRIVE S-A,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,DACIA,SANDERO ESSENTIAL SCE HATCHBACK,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,DACIA,DUSTER COMFORT TCE HATCHBACK,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,DACIA,DUSTER COMFORT SCE 4X4 HATCHBA,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,DACIA,SANDERO STEPWAY ESSENTIAL,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
KAMYON,DAF,LF ARKASI KAPALI,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,ÇEKİCİ,Kullanılmış,1,3,2,3,4,2,2,1,1,2,2,1,24
BİRLEŞTİRİLEN ARAÇ,DAF,XF 460 ÇEKİCİ,Kullanılmış,1,0,0,0,0,0,0,1,0,0,0,0,2
BİRLEŞTİRİLEN ARAÇ,DAF,CF 400 ÇEKİCİ ARAÇ,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
KAMYON AĞIR,DAF,KAMYON BUZLUKLU,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
KAMYON,DAF,75 BETON MİKSERİ,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,XF 480 4X2 ÇEKİCİ,Kullanılmış,1,0,0,0,0,0,0,0,0,1,0,0,2
KAMYON,DAF,VİDANJÖR CF EURO 6 330,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
KAMYON AĞIR,DAF,TRUCKS LF45 160,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
KAMYON,DAF,LF45 KAPALI,Kullanılmış,1,0,0,0,0,0,0,0,1,0,0,0,2
KAMYON,DAF,CF 85 8X4 TIPPER RP HGV,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
KAMYON,DAF,ÇÖP KONTEYNER TAŞIMA ARACI,Kullanılmış,1,0,0,0,0,0,0,0,0,0,1,0,2
KAMYON,DAF,BETON MİKSERİ,Kullanılmış,1,2,0,2,1,0,0,0,0,0,0,1,7
KAMYON,DAF,DÜZ KASA KENDİNİ YÜKLEYİCİ,Kullanılmış,1,0,0,1,0,1,0,0,1,0,0,0,4
KAMYON,DAF,DROPSIDE YANLIKLI,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,BİRLEŞTİLEN ARAÇ ÇEKİCİ,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,CF 85 460,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
KAMYON,DAF,65 CF-220 KENDİNİ YÜKLEYİCİ,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,ÇEKİCİ XF 460 EURO 6,Kullanılmış,0,1,0,1,0,0,0,0,0,0,0,0,2
KAMYON,DAF,VİDANJÖR,Kullanılmış,0,2,0,0,2,0,4,0,0,0,0,0,8
KAMYON,DAF,CF75 PERDELİ,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
KAMYON,DAF,TİPPER,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
KAMYON,DAF,TRUCKS KAPALI BOX ASANSÖRLÜ,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
KAMYON,DAF,KENDİNİ YÜKLEYİCİ,Kullanılmış,0,2,1,1,0,0,0,0,0,0,0,0,4
KAMYON,DAF,HGV ÇÖĞ KONTEYNER TAŞIYICI,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,CF410 EURO 6 ÇEKİCİ,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,TRUCKS ÇEKİCİ,Kullanılmış,0,0,1,0,1,1,1,1,0,0,1,0,6
KAMYON,DAF,TENTELİ KAPALI,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
KAMYON,DAF,TİPPER FA LF45 150 TİPERLİ,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
KAMYON,DAF,ARAÇ TAŞIYICISI,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
KAMYON,DAF,SU TANKERİ,Kullanılmış,0,0,2,0,1,0,0,2,0,0,1,0,6
KAMYON,DAF,TRUCK TENTELİ KAMYON,Kullanılmış,0,0,1,1,0,0,0,0,0,0,0,0,2
BİRLEŞTİRİLEN ARAÇ,DAF,XF510 ÇEKİCİ,Kullanılmış,0,0,1,0,1,0,0,0,0,0,1,0,3
KAMYON,DAF,CF370 E6 MIXER,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
KAMYON,DAF,BETON MIKSERİ KAMYON,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
KAMYON,DAF,CF 75 310 ARKASI AÇIK KENDİNİ YÜKL,Kullanılmış,0,0,0,1,1,0,0,0,0,0,0,0,2
KAMYON,DAF,TİPPER DAMPERLİ,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,TRUCK XF510,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
KAMYON,DAF,TIPERLİ,Kullanılmış,0,0,0,1,0,0,0,0,0,1,0,0,2
KAMYON,DAF,330 CF EURO 6 BETON MİKSERİ,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
KAMYON,DAF,BETON MİKSERİ TRUCKS,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,TRUCKS,Kullanılmış,0,0,0,0,4,0,0,0,0,0,0,0,4
KAMYON,DAF,TRUCKS LF 230 EURU 6 ÇÖP TAŞIMA A,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
KAMYON,DAF,FAL F 55 ÇÖP KAMYONU,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,CF450,Kullanılmış,0,0,0,0,1,0,0,1,1,0,0,0,3
BİRLEŞTİRİLEN ARAÇ,DAF,XF450,Kullanılmış,0,0,0,0,2,0,0,0,0,0,0,0,2
BİRLEŞTİRİLEN ARAÇ,DAF,XF510,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
KAMYON,DAF,CF65,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,FH 460 ÇEKİCİ,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,CF440 EURO 6 ÇEKİCİ,Kullanılmış,0,0,0,0,0,1,1,0,0,0,0,0,2
KAMYON,DAF,TRUCKS CF85 360 SU TANKERİ,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
KAMYON,DAF,YANLIKLI KENDİNİ YÜKLEYİCİ,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
KAMYON,DAF,SUT TANKERI,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,TRUCKS EURO V1 ÇEKİCİ,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,TRUCKS ÇEKİCİ AUTO,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
KAMYON,DAF,LF,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
KAMYON,DAF,CF 85.340 DAMPERLİ,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,XF 460,Kullanılmış,0,0,0,0,0,0,1,0,0,1,0,0,2
KAMYON,DAF,DÜZ KASA,Kullanılmış,0,0,0,0,0,0,1,0,0,0,1,0,2
KAMYON,DAF,ARAC TASIYICI KAMYON,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,BİRLESTİRİELEN CEKICI ARAC,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,XF 480,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
KAMYON,DAF,BUZLUKLU,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
KAMYON,DAF,TENTELİ,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
KAMYON,DAF,TİPPER KENDİNİ YÜKLEYİCİ,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,XG 530 FT,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,BİRLEŞTİRİLEN ÇEKİCİ ARAÇ,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,CF450 ÇEKİCİ,Kullanılmış,0,0,0,0,0,0,0,1,0,1,0,0,2
KAMYON,DAF,TİPPER TRUCKS,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,X 510 ÇEKİCİ,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
KAMYON,DAF,LF220 ÇÖP KAMYONU,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
KAMYON,DAF,LF BUZLUKLU,Kullanılmış,0,0,0,0,0,0,0,1,0,1,0,0,2
BİRLEŞTİRİLEN ARAÇ,DAF,CF 440 EURO 6 6X2,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
KAMYON,DAF,ARKASI KAPALI TENTELİ,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,XF 460 EURO 6,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
KAMYON,DAF,BUZLUKLU KAMYON,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
KAMYON,DAF,ARAÇ TAŞIYICI CF75 1310,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,EURO 6 ÇEKİCİ,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,F EURO6 460 ÇEKİCİ,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,CF460 EURO,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,EURO 6 ARAÇ ÇEKİCİ,Kullanılmış,0,0,0,0,0,0,0,0,1,1,0,0,2
KAMYON,DAF,KAMYON SU TANKERI,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,XF,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
KAMYON,DAF,VIDANJOR KAMYON,Kullanılmış,0,0,0,0,0,0,0,0,0,1,1,0,2
BİRLEŞTİRİLEN ARAÇ,DAF,BİRLEŞTİRİLEN ÇEKİCİ,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
KAMYON,DAF,TIPPER,Kullanılmış,0,0,0,0,0,0,0,0,0,1,1,0,2
KAMYON,DAF,ARKASI BUZLUKLU ASANSÖRLÜ KAMY,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
KAMYON,DAF,TRUCKS ARAÇ TAŞIYICI,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,XF KENDİNİ YÜKLEYİCİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,CF TIR ÇEKİCİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
BİRLEŞTİRİLEN ARAÇ,DAF,XF460 EURO 6 ÇEKİCİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
KAMYON,DAF,TRUCKS CF75 SU TANKERİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
