Aractip,Marka,Model,Arac Kayit Tip,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Total
KAMYON,DAF,CF ARKASI AÇIK KENDİNİ YÜKLEYİCİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
BİRLEŞTİRİLEN ARAÇ,DAF,CF460 EURO 6,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
KAMYON,DAF,TRUCKS LF210 KAPALI TENTELİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
KAMYON,DAF,TRUCKS VINÇLI KAMYON,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
BİRLEŞTİRİLEN ARAÇ,DAF TRUCKS,ÇEKİCİ,Kullanılmış,1,1,0,0,0,1,0,1,0,0,0,0,4
SALON ARAÇ,DAIHATSU,BOON,Kullanılmış,2,4,3,3,1,2,4,1,0,1,1,2,24
SALON ARAÇ,DAIHATSU,MIRA,Kullanılmış,4,16,6,3,9,3,10,6,13,15,7,10,102
SALON ARAÇ,DAIHATSU,MOVE CUSTOM,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
KAMYONET,DAIHATSU,HİJET,Kullanılmış,0,2,0,0,0,0,0,0,0,1,0,0,3
SALON ARAÇ,DAIHATSU,NAKED AUTO,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,DAIHATSU,HİJET,Kullanılmış,0,0,0,0,0,1,0,2,0,0,1,4,8
SALON ARAÇ,DAIHATSU,ROCKY,Kullanılmış,0,0,0,0,0,1,1,0,0,0,2,0,4
SALON ARAÇ,DAIHATSU,THOR,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
SALON ARAÇ,DAIHATSU,DAHIHATSU,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,DAIHATSU,ATRAI WAGON,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
ESTATE,DAIHATSU,DAHIATSU,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
ESTATE,DAIHATSU,HİJET,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
ESTATE,DAIHATSU,DAHIHATSU,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,DAIHATSU,DAIHATSU,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
ÇİFT KABİN,DODGE,RAM 1500,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,DUCATI,MONSTER 1200 S,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
TRAKTÖR,FENDT,TRAKTÖR,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
KAZICI-YÜKLEYİCİ,FERMEC,860 LASTİKLİ YÜKLEYİCİ,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
KAZICI-YÜKLEYİCİ,FERMEC,TURBO 860,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,FERRARI,348 TS SPORT,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
