Aractip,Marka,Model,Arac Kayit Tip,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Total
ESTATE,BMW,X6,Yeni,1,1,0,0,0,0,1,0,0,0,1,1,5
SALON ARAÇ,BMW,1-SERIES,Yeni,1,2,2,0,0,0,5,0,0,0,1,1,12
ESTATE,BMW,X4,Yeni,0,2,0,0,0,0,1,0,0,0,0,0,3
ESTATE,BMW,X7,Yeni,0,2,0,0,0,0,0,0,0,0,0,0,2
SALON ARAÇ,BMW,5-SERIES,Yeni,0,1,1,0,0,0,1,0,0,0,0,0,3
SALON ARAÇ,BMW,İ8-SERIES,Yeni,0,0,0,0,0,0,2,0,0,0,0,0,2
SALON ARAÇ,BMW,2-SERIES,Yeni,0,0,0,0,0,0,1,1,1,0,0,0,3
SALON ARAÇ,BMW,4-SERIES,Yeni,0,0,0,0,0,0,0,0,0,0,0,2,2
SALON ARAÇ,BMW,Z4,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,BMW,R 1250 GS,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,BMW,R 18,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTORLU TR (ATV),CAN-AM,RENEGADE,Yeni,1,0,0,0,0,0,0,0,0,0,0,0,1
RALLİ ARACI,CAN-AM,MAVERICK UTV,Yeni,0,1,0,0,0,0,0,0,0,0,0,0,1
MOTORLU TR (ATV),CAN-AM,OUTLANDER,Yeni,0,0,2,0,4,0,5,3,1,0,1,0,16
RALLİ ARACI,CAN-AM,SSV MAV XRS 19 INT UTV,Yeni,0,0,0,0,0,0,0,0,0,1,0,0,1
MOTORLU TR (ATV),CAN-AM,OUTLANDER MAX,Yeni,0,0,0,0,0,0,0,0,0,0,0,2,2
ROMÖRK,CEYLAN,TRAİLER.C,Yeni,0,1,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,CITROEN,C4,Yeni,0,0,0,0,0,0,1,0,0,0,0,0,1
SALON ARAÇ,CITROEN,C1,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
SALON ARAÇ,DFSK,GLORY 580,Yeni,0,1,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,DUCATI,MULTISTRADA 950 S,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTOSİKLET,EB-X7,SCOOTER,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTOSİKLET,ELITE,100,Yeni,0,0,0,0,0,0,0,0,0,1,0,0,1
TRAKTÖR,ERKUNT,KISMET,Yeni,1,0,0,0,0,0,0,0,0,0,0,0,1
TRAKTÖR,ERKUNT,SERVET,Yeni,0,0,0,1,0,0,0,0,0,0,0,0,1
PANELVAN,FIAT,FİORİNA,Yeni,0,1,0,0,1,0,3,1,0,2,2,0,10
KAMYONET,FIAT,DOBLO,Yeni,0,0,0,0,1,2,2,0,0,1,0,0,6
SALON ARAÇ,FIAT,EGEA,Yeni,0,0,0,0,1,1,0,0,0,0,0,0,2
OTOBÜS,FIAT,DUCATO,Yeni,0,0,0,0,0,0,0,0,0,1,0,0,1
PANELVAN,FIAT,DUCATO,Yeni,0,0,0,0,0,0,0,0,0,1,0,0,1
MOTOSİKLET,FIDDLE 111,TOP CASE,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTOSİKLET,FIDDLE 111,125,Yeni,0,0,0,0,0,1,1,3,0,0,0,0,5
ÇİFT KABİN,FORD,RANGER,Yeni,2,18,3,0,1,4,0,1,2,1,0,0,32
KAMYONET,FORD,TRANSİT,Yeni,2,3,0,0,2,0,1,1,0,5,1,3,18
SALON ARAÇ,FORD,FOCUS,Yeni,1,7,12,0,0,4,0,3,0,1,0,0,28
ESTATE,FORD,TOURNEO JOURNEY,Yeni,0,1,0,0,0,0,0,0,0,0,0,0,1
ESTATE,FORD,COURIER,Yeni,0,10,0,0,1,7,1,1,0,0,0,0,20
AMBULANS,FORD,TRANSİT,Yeni,0,0,0,5,0,0,0,0,1,0,0,0,6
SALON ARAÇ,FORD,FİESTA,Yeni,0,0,0,0,0,0,2,0,0,0,0,0,2
PANELVAN,FORD,TRANSİT,Yeni,0,0,0,0,0,0,1,0,0,0,0,0,1
ÇİFT KABİN,FORD,F150 RAPTOR,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
KAMYON,FORD,470ED,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
KAMYONET,FORD,320S,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
KAMYONET,FORD,350L,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
ESTATE,FORD,TOURNEO,Yeni,0,0,0,0,0,0,0,0,0,0,0,2,2
KAMYONET,FORD,KAPALI 350E,Yeni,0,0,0,0,0,0,0,0,0,0,0,2,2
MOTOSİKLET,HARLEY DAVİDS,STREET,Yeni,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,HARLEY DAVİDS,HERİTAGE,Yeni,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET 3 TEKE,HARLEY DAVİDS,TRI GLIDE,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTOSİKLET,HARLEY DAVİDS,FAT BOY 114,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,HONDA,FİT,Yeni,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,HONDA,SCR1105W,Yeni,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,HONDA,DİO,Yeni,1,0,0,0,1,1,0,0,0,0,0,0,3
MOTOSİKLET,HONDA,CLIO,Yeni,1,0,0,0,0,0,1,0,0,0,0,0,2
MOTOSİKLET,HONDA,WW125,Yeni,1,0,0,0,0,1,0,0,0,2,0,0,4
MOTOSİKLET,HONDA,ACTİVA,Yeni,7,4,3,0,5,1,1,8,6,9,10,0,54
MOTOSİKLET,HONDA,GRAZIA,Yeni,1,0,0,0,0,0,2,0,0,0,0,0,3
SALON ARAÇ,HONDA,CIVIC,Yeni,0,1,0,0,15,1,3,0,0,1,7,9,37
MOTOSİKLET,HONDA,NAVI,Yeni,0,1,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,HONDA,HR-V,Yeni,0,16,0,0,0,1,14,5,3,1,0,8,48
ESTATE,HONDA,CR-V,Yeni,0,0,0,0,4,8,1,3,2,0,3,7,28
Motobisiklet,HONDA,TODAY,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTOSİKLET,HONDA,CRF,Yeni,0,0,0,0,0,1,0,0,0,3,0,0,4
MOTOSİKLET,HONDA,NC750XAL,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTOSİKLET,HONDA,C125,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTOSİKLET,HONDA,X-BALDE,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTOSİKLET,HONDA,GLR125,Yeni,0,0,0,0,0,2,0,0,0,0,0,0,2
MOTOSİKLET,HONDA,CD110,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTOSİKLET,HONDA,NSC1255WH,Yeni,0,0,0,0,0,2,2,3,0,0,4,0,11
MOTOSİKLET,HONDA,HORNET,Yeni,0,0,0,0,0,0,1,1,0,0,0,0,2
MOTOSİKLET,HONDA,ACTIVA,Yeni,0,0,0,0,0,0,0,0,0,0,0,2,2
MOTOSİKLET,HONDA,NSC1255WHK,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,HONDA,GLR 125 1WH,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
ESTATE,HYUNDAİ,TUCSON,Yeni,1,4,0,0,2,0,2,0,0,0,0,0,9
SALON ARAÇ,HYUNDAİ,İ10,Yeni,1,2,0,0,1,0,0,1,0,0,0,0,5
ESTATE,HYUNDAİ,KONA,Yeni,0,2,0,0,0,1,0,0,0,0,1,0,4
SALON ARAÇ,HYUNDAİ,ELENTRA,Yeni,0,0,0,0,0,0,0,0,0,2,0,0,2
KAMYON,ISUZU,ELF,Yeni,0,1,0,0,0,0,0,0,0,0,0,0,1
BİRLEŞTİRİLEN ARAÇ,IVECO,BİRLEŞTİRİLEN ARAÇ,Yeni,0,0,0,1,0,0,0,0,0,0,0,0,1
ESTATE,JAGUAR,E-PACE,Yeni,0,1,0,0,0,0,0,1,0,1,0,0,3
ESTATE,JAGUAR,I-PACE,Yeni,0,0,1,0,0,0,0,1,0,0,0,0,2
KAZICI-YÜKLEYİCİ,JCB,3CX,Yeni,0,0,0,0,0,2,0,0,0,2,0,0,4
ESTATE,JEEP,COMPASS,Yeni,2,1,0,0,0,0,0,0,0,0,0,0,3
ESTATE,JEEP,WRANGLER,Yeni,0,0,0,0,0,0,0,0,1,5,2,0,8
ESTATE,JEEP,WRANGLER RUBICON,Yeni,0,0,0,0,0,0,0,0,0,0,0,3,3
MOTOSİKLET,JET 14 200,M200,Yeni,0,0,0,0,2,1,0,0,0,0,0,0,3
MOTOSİKLET,KTM,390,Yeni,0,0,0,0,1,0,1,0,0,0,0,0,2
MOTOSİKLET,KTM,390 ADVENTURE,Yeni,0,0,0,0,0,0,1,0,0,0,1,0,2
MOTOSİKLET,KTM,DUKE,Yeni,0,0,0,0,0,0,0,0,0,1,0,0,1
MOTOSİKLET,KTM,300 EXC,Yeni,0,0,0,0,0,0,0,0,0,0,1,0,1
ESTATE,LAMBORGHINI,URUS 4X4 AUTO,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
ESTATE,LAND ROVER,DİCOVERY,Yeni,1,0,0,0,1,1,0,0,0,0,0,3,6
ESTATE,LAND ROVER,RANGE ROVER SPORT,Yeni,0,3,0,0,0,2,2,0,1,2,0,1,11
ESTATE,LAND ROVER,RANGE ROVER VELAR,Yeni,0,1,1,0,0,1,0,2,0,0,0,1,6
ESTATE,LAND ROVER,RANGE ROVER EVOQUE,Yeni,0,0,2,0,1,1,1,0,0,0,0,2,7
ESTATE,LAND ROVER,RANGE ROVER VOGUE,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
ESTATE,LAND ROVER,DEFENDER,Yeni,0,0,0,0,0,1,1,1,0,1,0,0,4
ESTATE,LAND ROVER,RANGE ROVER,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
SALON ARAÇ,MARUTI SUZUKİ,ERTIGA,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
TRAKTÖR,MASSEY FERGUS,470,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
TRAKTÖR,MASSEY FERGUS,2615,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
ESTATE,MERCEDES,GLC,Yeni,1,3,1,0,1,1,2,0,2,1,0,1,13
ESTATE,MERCEDES,GLE,Yeni,5,3,0,0,0,2,5,2,1,0,0,2,20
SALON ARAÇ,MERCEDES,A-SERİES,Yeni,1,2,1,0,1,0,0,2,0,0,0,3,10
OTOBÜS,MERCEDES,VİTO,Yeni,1,1,2,0,0,0,0,0,0,0,0,0,4
ÇİFT KABİN,MERCEDES,X250D,Yeni,1,1,0,0,0,0,0,0,1,0,0,0,3
SALON ARAÇ,MERCEDES,E-SERİES,Yeni,1,3,0,0,0,0,0,0,0,0,3,1,8
SALON ARAÇ,MERCEDES,C-SERİES,Yeni,0,4,1,0,3,0,2,2,0,1,0,0,13
SALON ARAÇ,MERCEDES,CLA,Yeni,0,0,4,0,0,0,0,1,1,1,2,0,9
ESTATE,MERCEDES,VİTO,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,MERCEDES,BENZ AMG GT,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,MERCEDES,CLS,Yeni,0,0,0,0,2,0,0,0,0,0,0,0,2
ESTATE,MERCEDES,G-SERİES,Yeni,0,0,0,0,1,0,0,0,0,0,1,1,3
ESTATE,MERCEDES,GLA,Yeni,0,0,0,0,0,4,0,8,1,4,5,8,30
ESTATE,MERCEDES,GLB,Yeni,0,0,0,0,0,0,1,0,0,1,1,0,3
SALON ARAÇ,MERCEDES,B-SERİES,Yeni,0,0,0,0,0,0,1,0,4,0,0,0,5
SALON ARAÇ,MERCEDES,S-SERİES,Yeni,0,0,0,0,0,0,0,0,0,0,2,0,2
ESTATE,MERCEDES,GLS,Yeni,0,0,0,0,0,0,0,0,0,0,1,0,1
ESTATE,MINI,COUNTRYMAN,Yeni,1,0,0,0,0,0,0,1,1,0,1,2,6
SALON ARAÇ,MINI,COOPER,Yeni,1,1,0,0,0,0,0,0,0,0,0,0,2
ÇİFT KABİN,MİTSUBISHI,L200,Yeni,2,0,0,0,0,0,0,0,0,1,1,0,4
SALON ARAÇ,MİTSUBISHI,ELLIPSE CROSS,Yeni,0,0,0,0,0,0,2,0,0,0,0,0,2
SALON ARAÇ,MİTSUBISHI,OUTLANDER,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,MONDİAL,SCOOTER,Yeni,1,0,0,0,0,0,0,0,0,0,0,0,1
TRAKTÖR,NEW HOLLAND,TT 75 J 4WD,Yeni,0,1,0,0,0,0,0,0,0,0,0,0,1
TRAKTÖR,NEW HOLLAND,TD110 4WD KABİNLİ,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
TRAKTÖR,NEW HOLLAND,T480 B,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
TRAKTÖR,NEW HOLLAND,TT75 J 4WD,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
TRAKTÖR,NEW HOLLAND,TRAKTÖR T480S,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
ESTATE,NİSSAN,QASHGAİ,Yeni,1,1,1,0,0,0,0,0,0,0,0,0,3
PANELVAN,NİSSAN,NV 400,Yeni,1,0,0,0,0,0,0,0,0,0,2,0,3
SALON ARAÇ,NİSSAN,JUKE,Yeni,2,1,0,0,0,0,0,0,0,0,0,0,3
SALON ARAÇ,OPEL,CORSA,Yeni,2,4,3,0,8,1,2,3,0,0,0,1,24
SALON ARAÇ,OPEL,CROSSLAND X,Yeni,0,1,0,0,0,0,0,0,0,0,1,2,4
SALON ARAÇ,OPEL,O.INSIGNIA,Yeni,0,1,1,0,0,0,0,1,0,0,0,0,3
SALON ARAÇ,OPEL,ASTRA,Yeni,0,1,0,0,0,2,0,0,0,1,0,0,4
SALON ARAÇ,OPEL,GRANDLAND,Yeni,0,0,0,0,0,0,0,1,0,0,1,0,2
OTOBÜS,OTOKAR,KENT LF,Yeni,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,PEUGEOT,208,Yeni,1,0,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,PEUGEOT,308,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
KAMYONET,PEUGEOT,BIPPER,Yeni,0,0,0,0,0,0,0,0,0,1,0,0,1
MOTORLU TR (ATV),POLARIS,SPORTSMAN 570 TOURİ,Yeni,0,0,0,0,1,0,0,0,0,0,0,0,1
MOTORLU TR (ATV),POLARIS,SPORTSMAN,Yeni,0,0,0,0,1,1,0,0,0,0,0,0,2
MOTORLU TR (ATV),POLARIS,SPORTSMAN XP 1000,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
MOTORLU TR (ATV),POLARIS,570X2 SPORTSMAN,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
ESTATE,PORSCHE,CAYENNE,Yeni,0,0,0,0,0,0,0,0,0,1,0,0,1
MOTOSİKLET,RUNNER,SP 125,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
MOTOSİKLET,RUNNER,ST125,Yeni,0,0,0,0,0,0,0,0,1,0,0,1,2
SALON ARAÇ,SEAT,ARONA,Yeni,0,2,0,0,0,0,1,1,0,0,0,0,4
ESTATE,SEAT,ATECA,Yeni,0,1,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,SUZUKI,BURGMAN,Yeni,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,SUZUKI,DL650XA,Yeni,1,0,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,SUZUKI,ADDRESS,Yeni,0,0,1,0,0,0,0,0,1,0,0,0,2
MOTOSİKLET,SUZUKI,INTRUDER,Yeni,0,0,0,0,0,0,1,0,0,0,0,0,1
SALON ARAÇ,SUZUKI,SWIFT,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,SYM,FIDDLE 111,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,SY-XZJ,SCOOTER,Yeni,0,0,0,0,0,0,0,0,0,3,3,0,6
MOTOSİKLET,TORRO,LX,Yeni,1,1,0,0,0,0,0,0,0,0,0,0,2
ESTATE,TOYOTA,RAV 4,Yeni,5,0,2,0,0,4,1,1,2,0,1,1,17
ESTATE,TOYOTA,LAND CRUISER,Yeni,1,0,0,0,0,0,0,0,0,0,0,0,1
ÇİFT KABİN,TOYOTA,HILUX,Yeni,1,1,0,0,0,0,1,0,0,0,2,2,7
SALON ARAÇ,TOYOTA,YARİS,Yeni,1,1,0,0,0,6,0,1,1,0,0,0,10
SALON ARAÇ,TOYOTA,COROLLA,Yeni,3,3,13,0,3,11,1,0,2,1,0,7,44
ESTATE,TOYOTA,C-HR,Yeni,2,9,2,0,2,1,5,2,3,1,2,0,29
SALON ARAÇ,TOYOTA,CHR HYBRİD,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
SALON ARAÇ,TOYOTA,CAMRY HYBRID,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
SALON ARAÇ,TOYOTA,AURIS,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
MOTOSİKLET,TRIUMPH,STREET,Yeni,0,1,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,TRIUMPH,BONNAVİLLE,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
MOTOSİKLET,TRIUMPH,BONNEVILLE T120,Yeni,0,0,0,0,0,0,0,0,1,0,0,0,1
MOTOSİKLET,VESPA,GTS,Yeni,0,1,0,0,4,0,1,1,1,2,1,0,11
MOTOSİKLET,VESPA,VXL,Yeni,0,0,0,0,2,0,0,0,0,4,4,0,10
MOTOSİKLET,VESPA,PX,Yeni,0,0,0,0,1,0,1,0,0,0,0,0,2
MOTOSİKLET,VESPA,PRIMAVERA,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
MOTOSİKLET,VESPA,SXL125,Yeni,0,0,0,0,0,0,0,0,0,2,0,0,2
MOTOSİKLET,VESPA,ZX- VXL- SXL,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,VESPA,VXL150,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
SALON ARAÇ,VOLKSWAGEN,T-CROSS,Yeni,2,5,3,0,0,1,0,0,0,2,0,0,13
ESTATE,VOLKSWAGEN,T-ROC,Yeni,3,0,1,0,0,0,4,0,3,0,0,2,13
ESTATE,VOLKSWAGEN,TIGUAN,Yeni,3,5,4,0,3,0,2,4,4,0,0,2,27
ESTATE,VOLKSWAGEN,TOUAREG,Yeni,3,0,0,0,0,0,0,0,0,0,0,0,3
SALON ARAÇ,VOLKSWAGEN,PASSAT,Yeni,0,2,0,0,0,0,0,0,0,0,0,1,3
SALON ARAÇ,VOLKSWAGEN,GOLF,Yeni,0,0,5,0,0,1,0,1,0,1,1,6,15
AMBULANS,VOLKSWAGEN,TRANSİT,Yeni,0,0,3,0,0,0,0,0,0,0,0,0,3
ÇİFT KABİN,VOLKSWAGEN,AMAROK,Yeni,0,0,0,0,0,1,0,0,0,0,0,2,3
MOTOSİKLET,X-PRO,125,Yeni,0,0,0,0,2,0,0,0,0,0,0,0,2
MOTOSİKLET,YAMAHA,ALPHA CYGNUS,Yeni,10,7,7,0,10,10,11,19,6,10,2,0,92
MOTOSİKLET,YAMAHA,IRON MAX,Yeni,0,0,1,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,YAMAHA,YP,Yeni,0,0,0,0,0,5,2,0,0,1,0,0,8
MOTOSİKLET,YAMAHA,XZT 700,Yeni,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTOSİKLET,YAMAHA,X MAX,Yeni,0,0,0,0,0,0,1,1,0,0,0,0,2
MOTOSİKLET,YAMAHA,MT,Yeni,0,0,0,0,0,0,0,1,0,0,0,0,1
MOTOSİKLET,YAMAHA,N-MAX,Yeni,0,0,0,0,0,0,0,3,1,2,3,0,9
MOTOSİKLET,YAMAHA,CRYPTON T115FL,Yeni,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTORLU TR (ATV),YAMAHA,YFM 90R,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
KAMYONET,YUNDE,ELEKTİRİK CAR,Yeni,0,0,0,0,0,0,0,0,0,0,0,1,1
