Aractip,Marka,Model,Arac Kayit Tip,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Total
MOTOSİKLET,BMW,F800GS,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,1,2
SALON ARAÇ,BMW,M4,Kullanılmış,0,0,0,0,0,0,0,0,0,1,1,1,3
SALON ARAÇ,BMW,İ8,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
SALON ARAÇ,BMW,M3,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,BMW,M850I XDRIVE COUPE,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTOSİKLET,BMW,F850 GS ADVENTURA SPORT,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
ESTATE,BMW,X7,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,BULLET,125CC,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
ESTATE,CADILLAC,ESCALADE,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
MOTORLU TR (ATV),CAN-AM,OUTLANDER,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
MOTORLU TR (ATV),CAN-AM,MAVERICK UTV,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTORLU TR (ATV),CAN-AM,OUTL MAX,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,CF MOTO,CF300-BF,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
ÇİFT KABİN,CHEVROLET,GMC,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
SALON ARAÇ,CHEVROLET,CORVETTE COUPE,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,CHEVROLET,CAMARO COUPE,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
ESTATE,CHRYSLER,JEEP COMPASS,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
KAMYONET,CITROEN,BERLINGO,Kullanılmış,1,0,0,0,1,0,0,0,0,0,0,1,3
KAMYONET,CITROEN,DISPATCH,Kullanılmış,0,0,0,0,1,1,0,0,0,0,0,0,2
PANELVAN,CITROEN,NEMO,Kullanılmış,0,0,0,0,0,0,1,0,1,0,1,0,3
KAMYONET,CITROEN,NEMO,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
SALON ARAÇ,CITROEN,C4,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
PANELVAN,CITROEN,BERLINGO,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
BİRLEŞTİRİLEN ARAÇ,DAF,TRUCKS,Kullanılmış,2,1,0,0,1,2,0,0,2,0,0,0,8
KAMYON,DAF,DÜZ KASA,Kullanılmış,0,2,0,0,0,0,0,1,0,1,0,0,4
KAMYON,DAF,ARAÇ TAŞIYICI,Kullanılmış,0,0,2,0,0,0,0,0,0,0,0,0,2
KAMYON,DAF,BOX,Kullanılmış,0,0,2,0,0,0,0,0,0,1,1,1,5
BİRLEŞTİRİLEN ARAÇ,DAF,ÇEKİCİ,Kullanılmış,0,0,1,5,2,1,2,4,1,2,5,7,30
KAMYON,DAF,TİPPER CF85,Kullanılmış,0,0,0,2,2,2,0,2,0,0,0,0,8
KAMYON,DAF,BUZLUKLU,Kullanılmış,0,0,0,0,1,0,0,0,2,0,0,0,3
KAMYON,DAF,FLAT LORRY,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
KAMYON,DAF,LF 45,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
KAMYON,DAF,SU TANKERİ,Kullanılmış,0,0,0,0,0,0,2,1,0,0,0,0,3
KAMYON,DAF,TRUCKS,Kullanılmış,0,0,0,0,0,0,0,3,2,1,0,0,6
KAMYON,DAF,YANLIKLI KAFESLİ KASA,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
KAMYON,DAF,LF55,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
KAMYON,DAF,VİDANJÖR,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
KAMYON,DAF,DÜZ KASA KENDİNİ YÜKLEYİCİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,3,0,3
KAMYON,DAF,ÇÖP KAMYONU,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
SALON ARAÇ,DAIHATSU,MIRA,Kullanılmış,0,1,4,1,2,4,1,1,2,0,0,2,18
ESTATE,DAIHATSU,HIJET,Kullanılmış,0,1,0,0,0,0,1,0,0,0,1,0,3
KAMYONET,DAIHATSU,HIJET,Kullanılmış,0,0,0,0,0,0,1,1,1,1,0,0,4
SALON ARAÇ,DAIHATSU,HIJET,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
KAMYON,DENNIS,ÇÖP KAMYONU,Kullanılmış,2,0,0,0,2,0,0,1,0,0,0,0,5
TRAKTÖR,DEUTZ,FARH,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
KAMYONET,DFSK,LOADHOPPER BUZLUKLU,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
Motobisiklet,DIRECT BIKES,SCOOTER,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
ÇİFT KABİN,DODGE,RAM 1500,Kullanılmış,0,0,0,0,0,0,0,0,0,0,4,1,5
ESTATE,DS,DS3 CROSSBACK,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,DUCATI,MONSTER 659,Kullanılmış,0,0,1,0,0,0,0,0,0,0,1,0,2
MOTOSİKLET,DUCATI,SCRAMBLER,Kullanılmış,0,0,0,0,1,0,0,0,0,0,0,0,1
TRAKTÖR,ERKUNT,HAŞMET 110 4WD KABİNLİ,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,FERRARI,COUPE,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
SALON ARAÇ,FERRARI,488 SPIDER S-A CONVERTIBLE,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
KAMYONET,FIAT,DOBLO,Kullanılmış,0,0,1,1,2,2,0,3,3,1,2,2,17
SALON ARAÇ,FIAT,500,Kullanılmış,0,0,1,1,0,1,1,0,0,1,3,0,8
MOTORLU KARAVAN,FIAT,DUCATO,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
PANELVAN,FORD,TRANSİT,Kullanılmış,5,8,4,8,9,11,5,5,14,10,18,9,106
KAMYONET,FORD,TRANSİT,Kullanılmış,5,7,7,6,4,8,6,8,8,9,14,10,92
ÇİFT KABİN,FORD,RANGER,Kullanılmış,4,3,2,5,5,5,1,5,4,10,6,5,55
ÇİFT KABİN,FORD,RAPTOR F150,Kullanılmış,1,0,0,0,2,1,0,0,0,1,0,0,5
ESTATE,FORD,KUGA,Kullanılmış,0,1,0,0,0,0,0,1,1,2,1,2,8
ÇİFT KABİN,FORD,TRANSİT,Kullanılmış,0,1,2,1,2,2,0,3,2,4,3,1,21
KAMYONET,FORD,320 S,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
KAMYONET,FORD,FIESTA,Kullanılmış,0,0,3,0,1,0,1,1,1,0,0,0,7
TRAKTÖR,FORD,TRAKTÖT,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
KAMYON,FORD,TRANSİT,Kullanılmış,0,0,0,2,0,1,1,0,1,0,1,0,6
TRAKTÖR,FORD,3000,Kullanılmış,0,0,0,1,0,0,0,1,0,0,1,0,3
KAMYONET,FORD,TRCON 110,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
PANELVAN,FORD,FREEDOM GRAND RS,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
OTOBÜS,FORD,TRANSİT,Kullanılmış,0,0,0,0,1,2,0,0,2,0,0,1,6
SALON ARAÇ,FORD,MUSTANG,Kullanılmış,0,0,0,0,1,0,0,0,0,1,1,0,3
SALON ARAÇ,FORD,FOCUS,Kullanılmış,0,0,0,0,1,0,3,1,1,0,2,0,8
PANELVAN,FORD,TOURNEO COURIER,Kullanılmış,0,0,0,0,0,2,0,0,0,0,0,0,2
ÇİFT KABİN,FORD,F150,Kullanılmış,0,0,0,0,0,0,1,1,0,0,1,0,3
ESTATE,FORD,ESCAPE,Kullanılmış,0,0,0,0,0,0,0,1,0,1,1,0,3
SALON ARAÇ,FORD,MONDEO TITANIUM TDCI,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,FORD,ECOSPORT,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
TRAKTÖR,FORD,5000,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,FORD,MUSTANG COUPE,Kullanılmış,0,0,0,0,0,0,0,0,0,0,2,0,2
SALON ARAÇ,FORD,ESCAPE,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,1,2
SALON ARAÇ,FORD,FIESTA,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,FORD,MONDEO ST LINE X TDCI,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
SALON ARAÇ,FORD,MONDEO AUTO,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
KAMYONET,FORD,CONNECT 200,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
SALON ARAÇ,FORD,FİESTA,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
ESTATE,FORD,TRANSİT,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
SALON ARAÇ,FORD,FIESTA ZETEC,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,HARLEY DAVIDSON,WIDEGLIDE,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
MOTOSİKLET,HARLEY DAVIDSON,FXBB STREET BOB 1745 19,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
TRAKTÖR,HARS,299S 4WD KABİNLİ,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
TRAKTÖR,HATTAT,A110,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
TRAKTÖR,HATTAT,240S,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
TRAKTÖR,HESSTON,"6400 S SWATHER OT KESME
MAKİNESİ",Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
KAMYON,HINO,DUTRO YAKIT TANKERİ,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
SALON ARAÇ,HONDA,FİT,Kullanılmış,22,50,61,63,49,35,44,51,88,70,86,104,723
ESTATE,HONDA,VEZEL,Kullanılmış,8,10,17,6,16,11,15,20,22,3,6,0,134
SALON ARAÇ,HONDA,N-ONE,Kullanılmış,1,1,0,0,0,0,0,0,0,0,0,0,2
SALON ARAÇ,HONDA,JAZZ,Kullanılmış,1,0,0,0,1,0,1,0,0,0,0,0,3
SALON ARAÇ,HONDA,FREED,Kullanılmış,1,0,1,2,1,0,0,3,0,1,1,0,10
ESTATE,HONDA,CR-V,Kullanılmış,1,1,1,2,1,2,2,2,1,3,5,7,28
MOTOSİKLET,HONDA,TODAY,Kullanılmış,1,0,1,1,2,1,1,2,0,0,0,0,9
MOTOSİKLET,HONDA,NSC 110M,Kullanılmış,0,1,0,0,0,0,0,0,0,0,1,0,2
ESTATE,HONDA,HR-V,Kullanılmış,0,1,0,0,2,0,0,2,0,1,2,4,12
MOTOSİKLET,HONDA,ACTIVA,Kullanılmış,0,1,2,0,0,1,1,1,0,1,0,0,7
MOTOSİKLET,HONDA,DİO,Kullanılmış,0,1,1,0,0,0,0,0,0,0,0,0,2
ESTATE,HONDA,ACTY,Kullanılmış,0,1,0,1,0,1,0,1,1,0,2,0,7
SALON ARAÇ,HONDA,CIVIC,Kullanılmış,0,0,1,0,1,1,1,2,0,1,2,1,10
SALON ARAÇ,HONDA,SHUTTLE,Kullanılmış,0,0,0,1,0,0,0,0,1,0,0,0,2
MOTOSİKLET,HONDA,CMX 500,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
MOTOSİKLET,HONDA,CB500 FA-J,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
MOTOSİKLET,HONDA,GIORNO 50,Kullanılmış,0,0,0,0,0,0,0,1,0,1,0,1,3
SALON ARAÇ,HONDA,GRACE,Kullanılmış,0,0,0,0,0,0,0,0,2,1,0,0,3
MOTOSİKLET,HONDA,C 110,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,HONDA,JADE,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
Motobisiklet,HONDA,TODAY 50,Kullanılmış,0,0,0,0,0,0,0,0,3,0,0,0,3
ESTATE,HONDA,N BOX,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
MOTOSİKLET,HONDA,MAGNA,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,HONDA,N-WAGON,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
SALON ARAÇ,HONDA,VEZEL,Kullanılmış,0,0,0,0,0,0,0,0,0,16,14,22,52
MOTOSİKLET,HONDA,CBF 300 N-A,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTOSİKLET,HONDA,GRAZIA,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTOSİKLET,HONDA,CBF 125,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
SALON ARAÇ,HONDA,GRACE AUTO,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,HUSQVARNA,SVARTPILEN 401 2022,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
FORK LİFT,HYSTER,H250XMX,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
ESTATE,HYUNDAI,SANTAFE,Kullanılmış,0,1,0,0,0,0,0,0,0,0,1,0,2
SALON ARAÇ,HYUNDAI,İ20,Kullanılmış,0,5,0,1,2,0,0,0,0,0,0,0,8
SALON ARAÇ,HYUNDAI,İ10,Kullanılmış,0,1,0,0,0,0,0,0,0,0,1,0,2
SALON ARAÇ,HYUNDAI,BAYON 8703,Kullanılmış,0,3,0,0,0,0,0,0,0,0,0,0,3
SALON ARAÇ,HYUNDAI,i30,Kullanılmış,0,0,1,0,0,0,0,0,0,0,1,0,2
SALON ARAÇ,HYUNDAI,KONA,Kullanılmış,0,0,0,1,0,0,1,1,0,0,1,0,4
ESTATE,HYUNDAI,TUCSON,Kullanılmış,0,0,0,0,0,3,1,2,0,6,4,1,17
ESTATE,HYUNDAI,KONA,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
SALON ARAÇ,HYUNDAI,VENUE,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
ESTATE,HYUNDAI,İ800,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
SALON ARAÇ,INFINITI,Q30,Kullanılmış,0,0,0,0,0,1,0,1,0,0,1,2,5
SALON ARAÇ,INFINITI,Q50,Kullanılmış,0,0,0,0,0,0,2,0,0,0,0,0,2
TRAKTÖR,ISEKI,KABİNLİ BAHÇE TRAKTÖRÜ,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
TRAKTÖR,ISEKI,TX1210F,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
TRAKTÖR,ISEKI,TX1510 BAHÇE TRAKTÖRÜ,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
TRAKTÖR,ISEKI,TS1610 BAHÇE TİPİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
KAMYON,ISUZU,FORWARD,Kullanılmış,1,3,0,3,6,4,2,4,5,9,3,9,49
KAMYON,ISUZU,BUZLUKLU,Kullanılmış,3,0,0,0,0,1,1,0,0,0,0,0,5
ÇİFT KABİN,ISUZU,RODEO,Kullanılmış,1,1,3,4,2,1,0,4,0,3,6,6,31
KAMYON AĞIR,ISUZU,KAPALI BOX,Kullanılmış,2,0,0,0,0,0,0,0,0,0,0,0,2
ÇİFT KABİN,ISUZU,D-MAX,Kullanılmış,2,3,5,2,3,6,3,3,13,9,11,7,67
KAMYONET,ISUZU,ELF,Kullanılmış,0,1,0,2,0,0,1,0,0,1,3,1,9
KAMYON,ISUZU,ELF,Kullanılmış,0,2,4,6,7,4,2,3,6,3,2,3,42
KAMYON,ISUZU,KAPALI BOX,Kullanılmış,0,0,1,1,0,2,0,0,0,0,0,0,4
KAMYON,ISUZU,GRAFTER,Kullanılmış,0,0,0,2,0,0,0,0,0,0,0,0,2
ÇİFT KABİN,ISUZU,ELF,Kullanılmış,0,0,0,0,1,0,0,1,0,0,0,0,2
KAMYON,ISUZU,TRUCKS,Kullanılmış,0,0,0,0,0,0,1,3,0,0,0,1,5
KAMYON,ISUZU,ARKASI AÇIK TİPPER,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
KAMYON,ISUZU,KENDİNİ YÜKLEYİCİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
KAMYON,IVECO,BUZLUKLU,Kullanılmış,1,0,0,0,0,0,1,0,0,0,0,0,2
BİRLEŞTİRİLEN ARAÇ,IVECO,ÇEKİCİ,Kullanılmış,0,0,0,0,0,1,0,1,1,0,1,0,4
KAMYON,IVECO,ARAÇ TAŞIYICI,Kullanılmış,0,0,0,0,0,0,1,0,0,0,1,0,2
PANELVAN,IVECO,DAILY 35S13,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
SALON ARAÇ,JAGUAR,XF,Kullanılmış,1,0,3,1,1,0,0,1,2,0,0,1,10
SALON ARAÇ,JAGUAR,XE,Kullanılmış,1,2,0,1,0,1,1,2,2,1,2,2,15
SALON ARAÇ,JAGUAR,I-PACE,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
ESTATE,JAGUAR,F-PACE,Kullanılmış,0,0,1,0,1,1,0,1,2,1,0,1,8
FORK LİFT,JCB,TELESKOPİK,Kullanılmış,1,0,0,0,0,1,0,2,0,0,0,1,5
KAZICI-YÜKLEYİCİ,JCB,3CX,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
TRAKTÖR,JCB,FAST TRUCK,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
ESTATE,JEEP,RENEGADE,Kullanılmış,1,0,1,0,0,1,0,0,1,0,2,4,10
ESTATE,JEEP,WRANGLER,Kullanılmış,0,1,0,0,1,2,0,0,1,0,0,3,8
ESTATE,JEEP,CHEROKEE,Kullanılmış,0,0,1,0,0,0,0,0,0,1,1,0,3
ESTATE,JEEP,COMPASS,Kullanılmış,0,0,0,0,0,0,0,0,0,1,3,0,4
ESTATE,JEEP,CHRYSTLER,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,1,2
TRAKTÖR,JOHN,DEERE 6400,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
TRAKTÖR,JOHN,6930,Kullanılmış,0,0,1,0,0,0,0,0,0,0,0,0,1
TRAKTÖR,JOHN,6900,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
TRAKTÖR,JOHN DEERE,6820 4X4 KLİMALI /KABİNLİ,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
KAMYON,OHNSTON SWEEPER,CX400 SÜPÜRGE ARACI,Kullanılmış,0,0,0,0,0,0,0,2,0,0,0,0,2
MOTORLU TR (ATV),KAWASAKI,KFX 450,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
MOTOSİKLET,KAWASAKI,Z 900,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTOSİKLET,KAWASAKI,ZX 1000 WJF,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
MOTOSİKLET,KEEWAY,RKS125 STD,Kullanılmış,0,0,0,0,0,1,0,0,0,0,0,0,1
SALON ARAÇ,KIA,STONIC,Kullanılmış,1,0,0,0,0,0,0,0,0,0,0,0,1
ESTATE,KIA,SPORTAGE,Kullanılmış,1,0,1,1,2,1,2,2,4,4,5,4,27
MOTOSİKLET,KTM,525XC,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
MOTORLU TR (ATV),KUBA,M564Lİ T3,Kullanılmış,0,1,0,0,0,0,0,0,0,0,0,0,1
TRAKTÖR,KUBOTA,B6000,Kullanılmış,0,0,0,0,0,0,0,0,1,0,0,0,1
TRAKTÖR,KUBOTA,ASTE A15 4X4,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
SALON ARAÇ,LAMBORGHINI,AVENTADOR,Kullanılmış,0,0,0,0,0,0,1,0,0,0,0,0,1
ESTATE,LAMBORGHINI,URUS,Kullanılmış,0,0,0,0,0,0,0,0,0,0,0,1,1
ESTATE,LAND ROVER,EVOQUE,Kullanılmış,2,3,1,2,1,0,0,5,3,3,3,13,36
ESTATE,LAND ROVER,VOGUE,Kullanılmış,1,0,1,2,0,0,1,1,0,2,2,6,16
ESTATE,LAND ROVER,VELAR,Kullanılmış,2,3,2,0,5,1,6,4,7,3,4,8,45
ESTATE,LAND ROVER,DISCOVERY,Kullanılmış,2,0,0,0,2,2,0,1,0,0,3,0,10
ESTATE,LAND ROVER,SPORT,Kullanılmış,1,0,2,4,2,2,1,2,1,2,2,2,21
ESTATE,LAND ROVER,AUTOBİOGRAPHY,Kullanılmış,1,0,1,0,0,1,3,0,0,1,1,2,10
ESTATE,LAND ROVER,DEFENDER,Kullanılmış,0,0,0,0,0,0,0,1,0,0,1,0,2
ESTATE,LAND ROVER,WSTMNSTR,Kullanılmış,0,0,0,0,0,0,0,0,0,1,0,0,1
ESTATE,LAND ROVER,RANGE ROVER,Kullanılmış,0,0,0,0,0,0,0,0,0,0,1,0,1
MOTOSİKLET,LEXMOTO,TİTAN,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
ESTATE,LEXUS,NX 300H S 4X2 CVT,Kullanılmış,0,0,0,1,0,0,0,0,0,0,0,0,1
SALON ARAÇ,LEXUS,RC200T COUPE,Kullanılmış,0,0,0,0,0,0,0,1,0,0,0,0,1
